Абразивный инструмент ,Корщетки ,Круг торцовый Power-Wheel (Clean & Strip),22.50,1 шт.,"Специальный из нетканого материала с SiC зерном для очистки поверхностей и удаления следов ""побежалости"". Не засоряется за счет открытого строения круги. Безопасен в сравнении с корд щетками.",http://st5.stpulscen.ru/images/product/057/446/263_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная VCMT 160408-SM IC9250 ISCAR,17.05,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/797_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная VNMG 160408-TF IС907 ISCAR,17.05,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/803_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080404-MS US735 Mitsubishi Carbide,17.05,10 шт.,"Сплав для работы по нержавеющей стали. 

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/805_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408 FG TT3500 TaeguTec,7.75,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st28.stpulscen.ru/images/product/105/331/862_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408 UC5115 Mitsubishi Carbide,12.40,10 шт.,"Сплав для работы по чугуну.

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/810_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408-43 CT25M SANDVIK,7,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/807_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408-43 MA3 SANDVIK,6,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/809_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408-49 CT35M SANDVIK,7.50,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/808_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408-GN Ic8250 ISCAR,9,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/812_medium.JPG, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408-MA UE6110 Mitsubishi Carbide,12.40,10 шт.,"Сплав для работы по стали. 

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/811_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408-MS US735 Mitsubishi Carbide,18.50,10 шт.,Сплав для работы по нержавеющей стали. Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/802_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408-MS US735 Mitsubishi Carbide (без упаков,13.95,10 шт.,"Сплав для работы по нержавеющей стали. 

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/806_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408E-R 6615 (тёмные) PRAMET,8.90,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/813_medium.gif, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080408W-M 9230 PRAMET,9.30,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/814_medium.gif, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 080412-РМ ТРС35 (жёлтые) NINZ,6,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st28.stpulscen.ru/images/product/105/331/863_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMG 100612-MA UE6020 Mitsubishi Carbide,12.40,10 шт.,"Сплав для работы по стали. 

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/818_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMM 100608E-DR 6630 PRAMET,15.50,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/819_medium.gif, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMM 100608E-DR 9230 PRAMET,15.50,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/820_medium.gif, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNMM 130612E-DR 9230  PRAMET,12,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/823_medium.gif, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 080408 CK20M (тёмные) SANDVIK,9.30,10 шт.,"Сплав для работы по чугуну.

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/815_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 080408 CT35M SANDVIK,8,10 шт.,"Сплав CT35M - P35 (P15-P40) ТОЧЕНИЕ
Получерновая и черновая обработка стали и стального литья в неблагоприятных условия, включая прерывистое резание. Сплав устойчив к абразивному износу при наличии поверхностных дефектов на обрабатываемой детали. Умеренные скорости резания и подачи.

Сплав CT35M - P30 (P15-P45) ФРЕЗЕРОВАНИЕ
Сплав повышенной надежности. Хорошо работает при обработке прочных и твердых сталей, в т.ч. при наличии поверхностных дефектов заготовок.

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/817_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 080408 MA3 (тёмные) SANDVIK,6,10 шт.,"Сплав для работы по чугуну.

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st23.stpulscen.ru/images/product/095/984/816_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 100608 CT35M SANDVIK,9.80,10 шт.,"Сплав CT35M - P35 (P15-P40) ТОЧЕНИЕ
Получерновая и черновая обработка стали и стального литья в неблагоприятных условия, включая прерывистое резание. Сплав устойчив к абразивному износу при наличии поверхностных дефектов на обрабатываемой детали. Умеренные скорости резания и подачи.

Сплав CT35M - P30 (P15-P45) ФРЕЗЕРОВАНИЕ
Сплав повышенной надежности. Хорошо работает при обработке прочных и твердых сталей, в т.ч. при наличии поверхностных дефектов заготовок.

Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!",http://st28.stpulscen.ru/images/product/105/331/865_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 100612 CT35M SANDVIK,12.40,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st28.stpulscen.ru/images/product/105/331/866_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 120612 CT25M SANDVIK,15.20,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/827_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 120612 К10М SANDVIK,10,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/822_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная WNUM 120612 СТ35М SANDVIK,16.70,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/821_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная XOMX 120408TR-ME08 MP2500,9.30,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/825_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная XOMX 180609TR-M14 T3O5M SECO,12.40,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/829_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная ZCC-CT WNMG 080408-EF YBG202,5.90,1 шт.,"Сменная пластина WNMG 80° со стружколомом EF, имеет острую режущую кромку, предназначена для чистовой и получистовой обработки аустенитной нержавеющей стали, углеродистой и низкоуглеродистой стали при глубине резания аp < = 1,5 mm.",http://st21.stpulscen.ru/images/product/090/871/310_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная ZDCW 1503 ADTR CM30M SANDVIK,15.50,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/830_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная ZDCW 1503 ADTR CТ25M SANDVIK,15.50,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/831_medium.jpg, 
Режущий инструмент ,Пластины режущие ,"Пластина твердосплавная ZDCW 1503 ADTR MA3 (K15, тёмные) SANDVIK",10.85,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/832_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная ZNUR 070402 PM30 SANDVIK,9.30,10 шт.,Также имеются другие пластины твердосплавные в наличии на складе и под заказ. Кратчайшие сроки доставки и низкие цены порадуют Вас!,http://st23.stpulscen.ru/images/product/095/984/833_medium.png, 
Режущий инструмент ,Пластины режущие ,Пластина твердосплавная напайная в ассортименте, ,10 шт.,Пластины напайные из сплавов,http://st19.stpulscen.ru/images/product/085/628/257_medium.jpg, 
Режущий инструмент ,Пластины режущие ,Шаберная пластина 15х30 ВК6ОМ,48,5 шт.,"Пластины часто применяются для ремонта станков, ими шабрят направляющие,
производят очистку поверхностей и т.п.

Толщина пластин 2,0...2,5мм.",http://st26.stpulscen.ru/images/product/101/791/412_medium.jpeg, 
Режущий инструмент ,Пластины режущие ,Шаберная пластина 20х25 ВК6ОМ,49.40,5 шт.,"Пластины часто применяются для ремонта станков, ими шабрят направляющие,
производят очистку поверхностей и т.п.

Толщина пластин 2,0...2,5мм.",http://st26.stpulscen.ru/images/product/101/791/055_medium.jpeg, 
Режущий инструмент ,Пластины режущие ,Шаберная пластина 25х30 ВК6ОМ,55.70,5 шт.,"Пластины часто применяются для ремонта станков, ими шабрят направляющие,
производят очистку поверхностей и т.п.

Толщина пластин 2,0...2,5мм.",http://st26.stpulscen.ru/images/product/101/786/839_medium.jpeg, 
Режущий инструмент ,Пластины режущие ,Шаберная пластина 30х25 ВК6ОМ,59.25,1 шт.,"Пластины часто применяются для ремонта станков, ими шабрят направляющие,
производят очистку поверхностей и т.п.

Толщина пластин 2,0...2,5мм.",http://st26.stpulscen.ru/images/product/101/786/488_medium.jpeg, 
Режущий инструмент ,Пластины режущие ,Шаберодержатель,67.50,1 шт.,Предназначен для закрепления сменных шаберных пластин при работах по шабровке поверхностей. Конструкция позволяет закреплять пластины различных форм и размеров толщиной от 1мм до 6мм.,http://st26.stpulscen.ru/images/product/101/794/001_medium.jpg, 
Режущий инструмент ,Плашки ,Плашка дюймовая резьба - UNC 1/2 60 град. Volkel, ,1 шт.,"VOLKEL (Germany) D- 1/2 UNC  HSSG
Дюймовая резьба  -  UNC; 60град. (основной шаг, дюймовая американская резьба)
В наличии также другие размеры",http://st19.stpulscen.ru/images/product/085/659/590_medium.jpg, 
Режущий инструмент ,Плашки ,"Плашка М30x2,0",16.50,1 шт.,"Плашка с хранениния. Производства СССР

В наличии также другие размеры данного производителя",http://st19.stpulscen.ru/images/product/085/575/399_medium.jpg, 
Режущий инструмент ,Плашки ,"Плашка с дюймовой резьбой BSW, BSF (Витворта)", ,1 шт.,"BSW - дюймовая резьба Витворта (Британский стандарт) - стандартная трубная резьба с крупным шагом с малым количеством витком на дюйм.

BSF – это Британский стандарт мелкой резьбы, с большим количеством витков на дюйм.",http://st19.stpulscen.ru/images/product/085/574/817_medium.jpg, 
Режущий инструмент ,Плашки ,Плашка с конической дюймовой резьбой - К, ,1 шт.,Плашка с конической дюймовой резьбой согласно ГОСТ6228-80 .,http://st19.stpulscen.ru/images/product/085/574/050_medium.jpg, 
Режущий инструмент ,Плашки ,Плашка с конической трубной резьбой - Rc, ,1 шт.,Плашка с конической трубной резьбой - Rc согласно ГОСТ6228-80 .,http://st19.stpulscen.ru/images/product/085/574/617_medium.jpg, 
Режущий инструмент ,Плашки ,Плашка с трубно-цилиндрической резьбой - G, ,1 шт.,"Плашка предназначена для нарезания наружной трубной цилиндрической резьбы в изделиях.

Трубная цилиндрическая резьба, применяется в цилиндрических резьбовых соединениях, а также в соединениях внутренней цилиндрической резьбы с наружной конической резьбой по ГОСТ 6211-81, для соединения труб, а также тонкостенных деталей цилиндрической формы. Такого рода профиль (55°) рекомендуют при повышенных требованиях к плотности (непроницаемости) трубных соединений. Применяют трубную резьбу при соединении цилиндрической резьбы муфты с конической резьбой труб, так как в этом случае отпадает необходимость в различных уплотнениях.

Обозначается трубная резьба буквой G с указанием диаметра трубы в дюймах, например, G 1/4""",http://st19.stpulscen.ru/images/product/085/573/627_medium.jpg, 
Режущий инструмент ,Полотна ножовочные ,"Полотно машинное биметалл. 450х38х2,0 BAHCO",28.75,1 шт.,Полотна машинные биметаллические имеются в других размерах и типах.,http://st22.stpulscen.ru/images/product/107/155/522_medium.jpg, 
Режущий инструмент ,Развертки ,Развертка насадная Ø 50 Н8,77,1 шт.,"Развертки насадные из стали 9ХС (допускается сталь Р9 и Р18).
В наличии развертки различной формы, размеров и типов (ручная или машинная)",http://st18.stpulscen.ru/images/product/085/390/811_medium.jpg, 
Режущий инструмент ,Развертки ,Развёртка машинная конический хвостовик ГОСТ 10079-81, ,1 шт.,"Развертки конические из стали 9ХС (допускается сталь Р9 и Р18).
В наличии развертки различной конусности размеров и типов.",http://st19.stpulscen.ru/images/product/085/622/958_medium.jpg, 
Режущий инструмент ,"
Резьбонарезной инструмент",Пластина сменная твердосплавная Sandvik Coromant TNMG 160408 СТ35М,9.50, ,"Пластины твердосплавные – используются при изготовление режущего инструмента для обработки труднообрабатываемых материалов.

Пластина сменная твердосплавная Sandvik Coromant TNMG 160408 СТ35М

Производитель - EU.",http://st18.stpulscen.ru/images/product/085/415/172_medium.png, 
Режущий инструмент ,Сверла ,Сверло кольцевое твердосплавное Ф 49 мм KARNASCH art.20.1316-49(W),140,1 шт.,"Изготовлены по специальной технологии со сложной многоступенчатой геометрией кромок. Оснащены твердосплавными пластинами на режущей части. Имеет хвостовик типа Weldon 19. Используется на магнитных и стационарных сверлильных станках.

Длина рабочей области: 55 мм",http://st18.stpulscen.ru/images/product/085/390/752_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло кольцевое твердосплавное Ф 49 мм KARNASCH art.20.1316-49(W),140,1 шт.,"Изготовлены по специальной технологии со сложной многоступенчатой геометрией кромок. Оснащены твердосплавными пластинами на режущей части. Имеет хвостовик типа Weldon 19. Используется на магнитных и стационарных сверлильных станках.

Длина рабочей области: 55 мм",http://st19.stpulscen.ru/images/product/085/474/898_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло по металлу твердосплавное монолитное DIN6539 (ГОСТ 17274-71), ,5 шт.,"Монолитные твердосплавные сверла DIN6539 (ГОСТ-17274-71) короткая серия, высокой точности, предназначены длясверления труднообрабатываемых, закаленных материалов и сплавов.
Производителей: Iscar, Fanar, Mitsubishi, Guehring, ZCC-CT, Sandvik…",http://st21.stpulscen.ru/images/product/090/978/922_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло Р6М5 конический хвостовик к/х ГОСТ 10903 средняя серия, ,1 шт.,"Сверла по металлу с коническим хвостовиком спиральные, ГОСТ 10903-77, DIN 345R - средняя серия - для сверления отверстий в сталях, серых и ковких чугунах.

 

Сверла кх по металлу данного типа имеют существенное отличие от других сверл - конический хвостовик. Эти сверла предназначены для сверления отверстий при помощи промышленных станков и главным образом используются на производствах тяжелой и легкой промышленности.

Сверла с коническим хвостовиком имеют максимальный диаметр - до 70 миллиметров, при этом сверло надежно закреплено - благодаря Конусу Морзе и позволяет сверлить без сопровождения процесса вибрациями.

Материал: быстрорежущая сталь Р6М5/HSS.",http://st17.stpulscen.ru/images/product/082/438/597_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло Р6М5 конический хвостовик к/х ГОСТ 12121 длинная серия, ,1 шт.,"Сверление цилиндрических отверстий в заготовках и изделиях из чугунов, сталей средней и низкой твердости, цветных сплавах, пластмассах, древесных материалов. Фиксация – во внутренний конус Морзе напрямую или через переходные втулки.

 


 ",http://st19.stpulscen.ru/images/product/085/559/083_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло Р6М5 конический хвостовик к/х ГОСТ 2092 удлинная серия, ,1 шт.,"Сверла спиральные удлиненные с коническим хвостовиком, от 6 до 30 мм",http://st19.stpulscen.ru/images/product/085/560/292_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло Р6М5 конический хвостовик к/х ГОСТ 22736 с пластиной ВК8, ,1 шт.,"Сверла спиральные с коническим хвостовиком, оснащенные пластинами из твердого сплава, от 10 до 30 мм

Для высокопроизводительного сверления цилиндрических отверстий в заготовках и изделиях из чугунов, стекло наполненных пластмасс (текстолитах), закаленных сталей. Фиксация – во внутренний конус Морзе напрямую или через переходные втулки.",http://st19.stpulscen.ru/images/product/085/558/883_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло с подводом охлаждающей жидкости ISCAR SCD, ,1 шт.,Монолитные твердосплавные сверла свнутренней подачей СОЖ. ISCAR SCD,http://st18.stpulscen.ru/images/product/085/390/754_medium.gif, 
Режущий инструмент ,Сверла ,Сверло с подводом охлаждающей жидкости ISCAR SCD, ,1 шт.,"Монолитные твердосплавные сверла с внутренней подачей СОЖ. ISCAR SCD

 ",http://st19.stpulscen.ru/images/product/085/474/902_medium.gif, 
Режущий инструмент ,Сверла ,Сверло с цилиндрическим хвостовиком средняя серия ТИЗ, ,10 шт.,"Производитель - Томский инструментальный завод, РФ. Материал изготовления: быстрорежущая сталь Р6М5/HSS, угол заточки при вершине 118 градусов. Сверла данной серии - это идеальное решение для работы в промышленных масштабах. Главным образом применяются для сверления отверстий при помощи промышленных и бытовых электродрелей, а так же промышленных станках оснащенных патронами для зажима цилиндрического хвостовика.",http://st19.stpulscen.ru/images/product/085/565/616_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло спиральное с добавлением кобальта HHS Co, ,10 шт.,"Сверла подходят для обработки следующих материалов:
- Легированная сталь.
- Инструментальная сталь.
- Нержавеющая сталь.
- Пружинная сталь.
- Серый чугун.
- Ковкий чугун.
- Стальное литье.",http://st19.stpulscen.ru/images/product/085/564/085_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло спиральное с цилиндрическим хвостовиком. Средняя серия. HSS Китай, ,10 шт.,"Сверла с цилиндрическим хвостовиком предназначены для сверления обычными дрелями с зажимным патроном, перфораторами в безударном режиме, а так же на различных токарных и сверлильных станках. ",http://st19.stpulscen.ru/images/product/085/562/876_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло Ц/Х твердосплавное для Печатных Плат ВК6-ОМ, ,5 шт.,"Сверла твердосплавные для производства печатных плат, РФ",http://st19.stpulscen.ru/images/product/085/567/940_medium.jpg, 
Режущий инструмент ,Сверла ,Сверло центровочное комбинированное ГОСТ 14952-75, ,5 шт.,"Такое сверло принято причислять к инструменту профессионального уровня в связи с тем, что его в основном применяют различные промышленные предприятия и крупные частные мастерские, оснащенные фрезеровочными и токарными станками. Данный инструмент гарантирует абсолютную перпендикулярность просверливаемого отверстия в заготовках относительно их поверхности.",http://st19.stpulscen.ru/images/product/085/566/039_medium.jpg, 
Режущий инструмент ,Фрезы ,Борфреза монолитная (ВК8-СССР) - сфероэллипсовидная Ф8,16.50,1 шт.,"Борфреза монолитная (ВК8-СССР) -сфероэллипсовидная Ф8
Параметры:  8х8х40х15 
А также в наличии большое количество других форм",http://st18.stpulscen.ru/images/product/085/390/789_medium.jpg, 
Режущий инструмент ,Фрезы ,Борфреза монолитная (ВК8-СССР) - сфероэллипсовидная Ф8,16.50,1 шт.,"Борфреза монолитная (ВК8-СССР) - сфероэллипсовидная Ф8

Параметры:  8х8х40х15 

А также в наличии большое количество других форм",http://st19.stpulscen.ru/images/product/085/474/908_medium.jpg, 
Режущий инструмент ,Фрезы ,Борфреза твердосплавная монолитная овальная (Германия),41.25,1 шт.,"Форма борфрезы – Е (55230) - овальная
Параметры: 6х6х51х16 М D/C
Производства Германия",http://st19.stpulscen.ru/images/product/085/597/442_medium.jpg, 
Режущий инструмент ,Фрезы ,Борфреза твердосплавная монолитная сферическая (Германия),41.25,1 шт.,"Форма борфрезы – D (55220) - сферическая.

Параметры: 6х5х50

Производства Германия",http://st19.stpulscen.ru/images/product/085/597/133_medium.png, 
Режущий инструмент ,Фрезы ,Борфреза твердосплавная монолитная сферическая (Германия),55,1 шт.,"Форма борфрезы – D (55220) - сферическая.
Параметры: 10х9х55
Производства Германия",http://st19.stpulscen.ru/images/product/085/600/662_medium.jpg, 
Режущий инструмент ,Фрезы ,Борфреза твердосплавная монолитная сферо-цилиндрическая (Германия),41.25,1 шт.,"Форма борфрезы – С (55215) - сферо-цилиндрическая
Параметры: 6х16х50
Производства Германия",http://st19.stpulscen.ru/images/product/085/601/678_medium.jpg, 
Режущий инструмент ,Фрезы ,Нож твердосплавный для фрез 2020-0003 60 град. Т15К6,2.60,10 шт.,"ГОСТ 24359-80. Обозначение 2020-0003. Материал - Т5К10
  Предназначены для замены режущих элементов на торцевых насадных фрезах
  диаметром 125 - 200 мм.
  Размеры:
  Длинна, мм.......................50
  Ширина, мм.......................20
  Высота, мм.......................14
  Угол в плане, гр...............60",http://st23.stpulscen.ru/images/product/096/919/554_medium.jpeg, 
Режущий инструмент ,Фрезы ,Нож твердосплавный для фрез 2020-0003 60 град. Т5К10,2.60,10 шт.,"ГОСТ 24359-80. Обозначение 2020-0003. Материал - Т5К10
Предназначены для замены режущих элементов на торцевых насадных фрезах
диаметром 125 - 200 мм.
Размеры:
Длинна, мм.......................50
Ширина, мм.......................20
Высота, мм.......................14
Угол в плане, гр...............60",http://st23.stpulscen.ru/images/product/096/899/423_medium.jpeg, 
Режущий инструмент ,Фрезы ,Плашка с метрической резьбой левая - М5,4.68,1 шт.,"Плашки (лерки) метрические левые (M)предназначены для нарезания либо калибровкинаружной левой резьбы, как правило, за одинподход. 
В наличии производства РФ, Китай и ЕС.",http://st19.stpulscen.ru/images/product/085/983/883_medium.png, 
Режущий инструмент ,Фрезы ,Плашка с метрической резьбой левые - М, ,1 шт.,"Плашки (лерки) метрические левые (M)предназначены для нарезания либо калибровкинаружной левой резьбы, как правило, за одинподход. 
В наличии производства РФ, Китай и ЕС.",http://st18.stpulscen.ru/images/product/085/390/781_medium.png, 
Режущий инструмент ,Фрезы ,Фреза дисковая 3-х сторонняя Ø 100х10х32,82.50,1 шт.,Предназначена для обработки пазов общего назначения и шпоночных пазов в изделиях из конструкционных сталей и чугунов.,http://st19.stpulscen.ru/images/product/085/474/912_medium.jpg, 
Режущий инструмент ,Фрезы ,Фреза дисковая 3-х сторонняя Ø 200х14х50x26 Тип 2,247.50,1 шт.,Предназначена для обработки пазов общего назначения и шпоночных пазов в изделиях из конструкционных сталей ичугунов.,http://st19.stpulscen.ru/images/product/085/474/914_medium.jpg, 
Режущий инструмент ,Фрезы ,Фреза дисковая 3-х сторонняя Ø 63х6х22х16,30.50,1 шт.,Предназначена для обработки пазов общего назначения и шпоночных пазов в изделиях из конструкционных сталей и чугунов.,http://st19.stpulscen.ru/images/product/085/474/911_medium.jpg, 
Режущий инструмент ,Фрезы ,Фреза дисковая 3-х сторонняя со вставными ножами ГОСТ 5348-69, ,1 шт.,В наличии широкий асортимент данного типафрез.,http://st18.stpulscen.ru/images/product/085/390/800_medium.jpg, 
Режущий инструмент ,Фрезы ,"Фреза дисковая зуборезная мелкомодульная m 0,8 20° ГОСТ 13838-68",110,1 шт.,"Фреза диск. зуборез. мелкомодульная m 0,8 20° z=12 P6M5 (комплект из 8 шт.)
В наличии широкий асортимент данного типа фрез.",http://st19.stpulscen.ru/images/product/085/617/611_medium.jpg, 
Режущий инструмент ,Фрезы ,"Фреза дисковая зуборезная модульная m 1,25 20° ГОСТ10996-64",178.75,1 шт.,"Фреза дисковая зуборезная модульная m 1,25 20° z=14 P6M5 (комплект из 8 шт.)
В наличии широкий асортимент данного типа фрез.",http://st19.stpulscen.ru/images/product/085/619/818_medium.jpg, 
Режущий инструмент ,Фрезы ,"Фреза дисковая зуборезная модульная m 1,25 20° ГОСТ10996-64",178.75,1 шт.,"Фреза дисковая зуборезная модульная m 1,25 20° z=14 P6M5 (комплект из 8 шт.)
В наличии широкий асортимент данного типа фрез.",http://st19.stpulscen.ru/images/product/085/619/847_medium.jpg, 
Режущий инструмент ,Фрезы ,Фреза дисковая пазовая, ,1 шт.,В наличии широкий асортимент данного типафрез.,http://st18.stpulscen.ru/images/product/085/390/802_medium.jpg, 
Режущий инструмент ,Фрезы ,Фреза концевая с коническим хвостовиком ГОСТ 17026-71, ,1 шт.,"В наличии любые виды концевых фрез, производителей РФ, Китай, ЕС.

Фреза концевая применяется для обработки выемок, уступов, пазов различных деталей, взаимно перпендикулярных поверхностей. Крепятся фрезы концевые в шпинделе станка с помощью конического или цилиндрического хвостовика.",http://st18.stpulscen.ru/images/product/085/390/776_medium.jpg, 
